timestamp,values
2013-03-21T18:25:55-07:00,1
2013-03-21T18:26:23-07:00,0
2013-03-21T18:26:29-07:00,1
2013-03-22T02:41:19-07:00,0
2013-03-22T17:45:25-07:00,1
2013-03-22T21:04:03-07:00,0
2013-03-22T21:41:28-07:00,1
2013-03-23T01:12:22-07:00,0
2013-03-23T01:24:47-07:00,1
2013-03-23T01:37:09-07:00,0
2013-03-23T01:45:15-07:00,1
2013-03-23T01:48:47-07:00,0
2013-03-23T01:49:13-07:00,1
2013-03-23T02:57:54-07:00,0
2013-03-23T02:59:05-07:00,1
2013-03-23T03:08:29-07:00,0
2013-04-01T20:41:55-07:00,1
2013-04-01T20:41:59-07:00,0
2013-04-01T21:02:09-07:00,1
2013-04-01T21:04:07-07:00,0
2013-04-01T21:17:10-07:00,1
2013-04-01T21:19:01-07:00,0
2013-04-01T21:31:44-07:00,1
2013-04-01T21:35:48-07:00,0
2013-04-01T21:39:45-07:00,1
2013-04-01T21:40:18-07:00,0
2013-04-01T21:43:55-07:00,1
2013-04-01T21:45:11-07:00,0
2013-04-01T21:49:23-07:00,1
2013-04-01T21:49:38-07:00,0
2013-04-01T22:15:13-07:00,1
2013-04-01T22:19:18-07:00,0
2013-04-01T22:32:46-07:00,1
2013-04-01T22:33:06-07:00,0
2013-04-01T22:34:18-07:00,1
2013-04-01T22:38:38-07:00,0
2013-04-02T23:53:00-07:00,1
2013-04-02T23:53:11-07:00,0
2013-04-03T00:24:44-07:00,1
2013-04-03T00:34:40-07:00,0
2013-04-03T00:49:18-07:00,1
2013-04-03T00:54:48-07:00,0
2013-04-03T01:09:56-07:00,1
2013-04-03T01:28:40-07:00,0
2013-04-03T01:38:36-07:00,1
2013-04-03T01:45:23-07:00,0
2013-04-03T01:46:29-07:00,1
2013-04-03T01:55:03-07:00,0
2013-04-03T02:05:04-07:00,1
2013-04-03T02:10:04-07:00,0
2013-04-03T23:15:43-07:00,1
2013-04-03T23:18:06-07:00,0
2013-04-03T23:18:12-07:00,1
2013-04-03T23:18:27-07:00,0
2013-04-03T23:33:04-07:00,1
2013-04-04T00:21:32-07:00,0
2013-04-04T00:36:12-07:00,1
2013-04-04T00:45:47-07:00,0
2013-04-04T01:04:39-07:00,1
2013-04-04T01:04:52-07:00,0
2013-04-04T01:45:25-07:00,1
2013-04-04T01:46:47-07:00,0
2013-04-04T01:53:47-07:00,1
2013-04-04T02:00:26-07:00,0
2013-04-04T02:21:38-07:00,1
2013-04-04T02:22:13-07:00,0
2013-04-04T02:30:03-07:00,1
2013-04-04T02:30:29-07:00,0
2013-04-04T02:45:26-07:00,1
2013-04-04T02:52:19-07:00,0
2013-04-04T03:05:21-07:00,1
2013-04-04T03:05:45-07:00,0
2013-04-04T04:24:05-07:00,1
2013-04-04T04:27:11-07:00,0
